Time,BuildingID,FloorID,SpaceID,EquipmentID,SensorID,SensorType,SensorName,Voltage,Amp,Watts,Energy
01/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,200.96,1.674666667,336.5410133,0.336541013
01/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,233.44,1.945333333,454.1186133,0.454118613
01/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,209.75,1.747916667,366.6255208,0.366625521
01/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.94,1.907833333,436.7793633,0.436779363
01/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231,1.925,444.675,0.444675
01/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.11,1.842583333,407.4136008,0.407413601
02/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,225.83,1.881916667,424.9932408,0.424993241
02/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.8,1.731666667,359.8403333,0.359840333
02/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.4,1.77,375.948,0.375948
02/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.03,1.691916667,343.5098408,0.343509841
02/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,225.37,1.878083333,423.2636408,0.423263641
02/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,202.2,1.685,340.707,0.340707
02/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,205.88,1.715666667,353.2214533,0.353221453
02/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.62,1.930166667,447.0652033,0.447065203
02/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.56,1.929666667,446.8336133,0.446833613
02/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,204.41,1.703416667,348.1954008,0.348195401
02/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.68,2.072333333,515.3478533,0.515347853
02/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,247.35,2.06125,509.8501875,0.509850188
02/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,208.76,1.739666667,363.1728133,0.363172813
02/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,220.57,1.838083333,405.4260408,0.405426041
02/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,205.72,1.714333333,352.6726533,0.352672653
02/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.28,1.952333333,457.3926533,0.457392653
02/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,208.24,1.735333333,361.3658133,0.361365813
02/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,243.13,2.026083333,492.6016408,0.492601641
02/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,206.02,1.716833333,353.7020033,0.353702003
02/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.07,1.950583333,456.5730408,0.456573041
02/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.57,1.90475,435.3687075,0.435368708
02/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,232.82,1.940166667,451.7096033,0.451709603
02/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,222.55,1.854583333,412.7375208,0.412737521
02/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,237.9,1.9825,471.63675,0.47163675
03/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,217.48,1.812333333,394.1462533,0.394146253
03/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.17,1.793083333,385.8177408,0.385817741
03/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,240.66,2.0055,482.64363,0.48264363
03/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.47,1.903916667,434.9878408,0.434987841
03/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,238.45,1.987083333,473.8200208,0.473820021
03/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,202.81,1.690083333,342.7658008,0.342765801
03/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,223.19,1.859916667,415.1148008,0.415114801
03/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,246.29,2.052416667,505.4897008,0.505489701
03/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,246.64,2.055333333,506.9274133,0.506927413
03/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,217.43,1.811916667,393.9650408,0.393965041
03/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,233.91,1.94925,455.9490675,0.455949068
03/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,223.6,1.863333333,416.6413333,0.416641333
03/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.97,1.933083333,448.4173408,0.448417341
03/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.5,2.070833333,514.6020833,0.514602083
03/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,200.36,1.669666667,334.5344133,0.334534413
03/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.15,1.77625,378.6076875,0.378607688
03/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,235.22,1.960166667,461.0704033,0.461070403
03/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.98,1.783166667,381.5620033,0.381562003
03/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.01,1.84175,407.0451675,0.407045168
03/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,214.74,1.7895,384.27723,0.38427723
03/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.87,1.73225,360.0828075,0.360082808
03/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,210.23,1.751916667,368.3054408,0.368305441
03/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,202.5,1.6875,341.71875,0.34171875
03/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.75,1.697916667,345.9505208,0.345950521
04/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.67,1.69725,345.6789075,0.345678908
04/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,208.46,1.737166667,362.1297633,0.362129763
04/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,209.8,1.748333333,366.8003333,0.366800333
04/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,218.1,1.8175,396.39675,0.39639675
04/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,239.94,1.9995,479.76003,0.47976003
04/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.03,1.77525,378.1815075,0.378181508
04/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,232.21,1.935083333,449.3457008,0.449345701
04/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,240.11,2.000916667,480.4401008,0.480440101
04/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.56,1.796333333,387.2176133,0.387217613
04/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,227.31,1.89425,430.5819675,0.430581968
04/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,246.77,2.056416667,507.4619408,0.507461941
04/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,204.09,1.70075,347.1060675,0.347106068
04/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.72,1.781,380.63532,0.38063532
04/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,239.18,1.993166667,476.7256033,0.476725603
04/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.1,1.775833333,378.4300833,0.378430083
04/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.08,1.692333333,343.6790533,0.343679053
04/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,236.48,1.970666667,466.0232533,0.466023253
04/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,217.69,1.814083333,394.9078008,0.394907801
04/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,240.11,2.000916667,480.4401008,0.480440101
04/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,219.2,1.826666667,400.4053333,0.400405333
04/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.12,1.951,456.76812,0.45676812
04/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.79,1.931583333,447.7217008,0.447721701
04/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,230.3,1.919166667,441.9840833,0.441984083
04/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.49,1.887416667,427.4810008,0.427481001
05/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,209.46,1.7455,365.61243,0.36561243
05/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,216.48,1.804,390.52992,0.39052992
05/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,211.16,1.759666667,371.5712133,0.371571213
05/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,202.37,1.686416667,341.2801408,0.341280141
05/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,246.78,2.0565,507.50307,0.50750307
05/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.26,1.902166667,434.1885633,0.434188563
05/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,236.23,1.968583333,465.0384408,0.465038441
05/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,235.34,1.961166667,461.5409633,0.461540963
05/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.36,1.953,457.70508,0.45770508
05/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,239.74,1.997833333,478.9605633,0.478960563
05/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,240.66,2.0055,482.64363,0.48264363
05/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,242.62,2.021833333,490.5372033,0.490537203
05/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,243.82,2.031833333,495.4016033,0.495401603
05/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.47,2.070583333,514.4778408,0.514477841
05/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,216.82,1.806833333,391.7576033,0.391757603
05/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,218.96,1.824666667,399.5290133,0.399529013
05/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.34,1.952833333,457.6269633,0.457626963
05/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,227.29,1.894083333,430.5062008,0.430506201
05/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.65,1.730416667,359.3210208,0.359321021
05/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,206.84,1.723666667,356.5232133,0.356523213
05/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.45,1.695416667,344.9325208,0.344932521
05/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,232.98,1.9415,452.33067,0.45233067
05/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.29,1.794083333,386.2482008,0.386248201
05/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,249.14,2.076166667,517.2561633,0.517256163
06/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,227.4,1.895,430.923,0.430923
06/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,223.36,1.861333333,415.7474133,0.415747413
06/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,206.72,1.722666667,356.1096533,0.356109653
06/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.03,1.92525,444.7905075,0.444790508
06/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,229.95,1.91625,440.6416875,0.440641688
06/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,235.2,1.96,460.992,0.460992
06/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.78,1.798166667,388.0084033,0.388008403
06/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,229.45,1.912083333,438.7275208,0.438727521
06/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.34,1.886166667,426.9149633,0.426914963
06/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,204.48,1.704,348.43392,0.34843392
06/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,216.27,1.80225,389.7726075,0.389772608
06/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,244.4,2.036666667,497.7613333,0.497761333
06/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,214.26,1.7855,382.56123,0.38256123
06/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.35,1.769583333,375.7710208,0.375771021
06/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.34,1.886166667,426.9149633,0.426914963
06/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,220.11,1.83425,403.7367675,0.403736768
06/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.98,1.958166667,460.1300033,0.460130003
06/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,229.7,1.914166667,439.6840833,0.439684083
06/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.77,1.798083333,387.9724408,0.387972441
06/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,230.44,1.920333333,442.5216133,0.442521613
06/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,223.33,1.861083333,415.6357408,0.415635741
06/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,233.36,1.944666667,453.8074133,0.453807413
06/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,241.81,2.015083333,487.2673008,0.487267301
06/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,202.82,1.690166667,342.7996033,0.342799603
07/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,249.19,2.076583333,517.4638008,0.517463801
07/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,247.28,2.060666667,509.5616533,0.509561653
07/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,209.13,1.74275,364.4613075,0.364461308
07/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.37,1.778083333,379.3896408,0.379389641
07/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,249.23,2.076916667,517.6299408,0.517629941
07/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,238.41,1.98675,473.6610675,0.473661068
07/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,220.65,1.83875,405.7201875,0.405720188
07/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,234.01,1.950083333,456.3390008,0.456339001
07/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.38,2.069833333,514.1052033,0.514105203
07/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,230.6,1.921666667,443.1363333,0.443136333
07/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,249.52,2.079333333,518.8352533,0.518835253
07/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,223.59,1.86325,416.6040675,0.416604068
07/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.36,1.886333333,426.9904133,0.426990413
07/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,244.78,2.039833333,499.3104033,0.499310403
07/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,205.77,1.71475,352.8441075,0.352844108
07/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.84,1.798666667,388.2242133,0.388224213
07/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,209.55,1.74625,365.9266875,0.365926688
07/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,219.5,1.829166667,401.5020833,0.401502083
07/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.59,1.88825,427.8585675,0.427858568
07/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,222.86,1.857166667,413.8881633,0.413888163
07/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,208.45,1.737083333,362.0950208,0.362095021
07/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,210.02,1.750166667,367.5700033,0.367570003
07/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,245.43,2.04525,501.9657075,0.501965708
07/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.81,1.698416667,346.1543008,0.346154301
08/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.13,1.79275,385.6743075,0.385674308
08/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,201.69,1.68075,338.9904675,0.338990468
08/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.48,1.770666667,376.2312533,0.376231253
08/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,245.68,2.047333333,502.9888533,0.502988853
08/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,201.14,1.676166667,337.1441633,0.337144163
08/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.25,2.06875,513.5671875,0.513567188
08/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,210.42,1.7535,368.97147,0.36897147
08/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,204.25,1.702083333,347.6505208,0.347650521
08/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,205.88,1.715666667,353.2214533,0.353221453
08/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,226.83,1.89025,428.7654075,0.428765408
08/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.92,1.782666667,381.3480533,0.381348053
08/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,225.61,1.880083333,424.1656008,0.424165601
08/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.59,1.904916667,435.4449008,0.435444901
08/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.3,1.7775,379.14075,0.37914075
08/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,237.59,1.979916667,470.4084008,0.470408401
08/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,232.36,1.936333333,449.9264133,0.449926413
08/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.49,1.77075,376.2666675,0.376266668
08/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.38,1.844833333,408.4092033,0.408409203
08/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,218.63,1.821916667,398.3256408,0.398325641
08/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.4,1.795,386.643,0.386643
08/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,222.52,1.854333333,412.6262533,0.412626253
08/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,206.06,1.717166667,353.8393633,0.353839363
08/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.43,1.728583333,358.5600408,0.358560041
08/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,204.87,1.70725,349.7643075,0.349764308
09/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,228.94,1.907833333,436.7793633,0.436779363
09/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,227.52,1.896,431.37792,0.43137792
09/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.81,1.848416667,409.9973008,0.409997301
09/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,216.12,1.801,389.23212,0.38923212
09/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,230.72,1.922666667,443.5976533,0.443597653
09/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,232.55,1.937916667,450.6625208,0.450662521
09/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,205.6,1.713333333,352.2613333,0.352261333
09/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.35,1.844583333,408.2985208,0.408298521
09/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.96,1.733,360.39468,0.36039468
09/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,249.4,2.078333333,518.3363333,0.518336333
09/01/2021 10:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,206.29,1.719083333,354.6297008,0.354629701
09/01/2021 11:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,230.94,1.9245,444.44403,0.44444403
09/01/2021 12:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,238.21,1.985083333,472.8667008,0.472866701
09/01/2021 13:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,203.73,1.69775,345.8826075,0.345882608
09/01/2021 14:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.47,1.795583333,386.8943408,0.386894341
09/01/2021 15:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,216.86,1.807166667,391.9021633,0.391902163
09/01/2021 16:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,224.09,1.867416667,418.4694008,0.418469401
09/01/2021 17:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,213.72,1.781,380.63532,0.38063532
09/01/2021 18:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,200.63,1.671916667,335.4366408,0.335436641
09/01/2021 19:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,220.19,1.834916667,404.0303008,0.404030301
09/01/2021 20:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,248.69,2.072416667,515.3893008,0.515389301
09/01/2021 21:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,239.74,1.997833333,478.9605633,0.478960563
09/01/2021 22:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,221.97,1.84975,410.5890075,0.410589008
09/01/2021 23:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,231.26,1.927166667,445.6765633,0.445676563
10/01/2021 00:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.06,1.7255,357.28203,0.35728203
10/01/2021 01:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,201.58,1.679833333,338.6208033,0.338620803
10/01/2021 02:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.4,1.77,375.948,0.375948
10/01/2021 03:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,215.66,1.797166667,387.5769633,0.387576963
10/01/2021 04:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,207.22,1.726833333,357.8344033,0.357834403
10/01/2021 05:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,219.01,1.825083333,399.7115008,0.399711501
10/01/2021 06:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,229.17,1.90975,437.6574075,0.437657408
10/01/2021 07:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,211.54,1.762833333,372.9097633,0.372909763
10/01/2021 08:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,214.17,1.78475,382.2399075,0.382239908
10/01/2021 09:00,1001,179,,1224032,254899,SmartMeter,VoltageCompressor,212.13,1.76775,374.9928075,0.374992808
